"id","x","y","AnnualPrecip","AnPET","AridityIndex"
1,3652077.1431,1370197.2596,421.647694876842,2626.03249028463,0.160555986394635
2,3662077.1431,1370197.2596,416.782106790182,2667.74031437478,0.156164321977098
3,3672077.1431,1370197.2596,448.568947923653,2635.70744259885,0.170185852513184
4,3682077.1431,1370197.2596,478.531791605822,2610.99182267613,0.183204960650735
5,3692077.1431,1370197.2596,495.717196073335,2605.90694807215,0.190155041152544
6,3652077.1431,1360197.2596,437.453208505299,2609.70719180426,0.167627591210362
7,3662077.1431,1360197.2596,433.157394628669,2648.21410808759,0.163492624481784
8,3672077.1431,1360197.2596,454.441575699177,2625.6460296716,0.173055136037236
9,3682077.1431,1360197.2596,486.490789168344,2595.5141434102,0.187377301466716
10,3692077.1431,1360197.2596,503.812657647712,2575.87105616229,0.195503413640182
11,3652077.1431,1350197.2596,449.797938018171,2601.46553867869,0.172866175231765
12,3662077.1431,1350197.2596,449.260962904282,2631.81945955187,0.170627182686255
13,3672077.1431,1350197.2596,458.409434428642,2625.48170610694,0.174544368251313
14,3682077.1431,1350197.2596,502.19721100941,2572.95460261175,0.195131685950699
15,3692077.1431,1350197.2596,518.196836303019,2558.21740021121,0.202479557248833
16,3652077.1431,1340197.2596,459.55127303578,2598.38384316294,0.176808132052397
17,3662077.1431,1340197.2596,471.732890905732,2598.2855351449,0.181517474953309
18,3672077.1431,1340197.2596,491.913538625693,2581.2813387457,0.190605386784504
19,3682077.1431,1340197.2596,518.687253180203,2548.65859060145,0.203436907302562
20,3692077.1431,1340197.2596,531.746836303023,2549.30241257184,0.208499668240187
21,3592077.1431,1330197.2596,486.46802741254,2586.22964323249,0.188065140294302
22,3602077.1431,1330197.2596,478.047655121342,2587.71156128526,0.184687829306222
23,3612077.1431,1330197.2596,468.750079511068,2598.81099964459,0.180299317062219
24,3622077.1431,1330197.2596,466.556652683858,2615.20989756087,0.178319361078556
25,3632077.1431,1330197.2596,467.513325134305,2624.81541857826,0.178028197945189
26,3642077.1431,1330197.2596,472.884751917031,2559.51429883578,0.184723318293764
27,3652077.1431,1330197.2596,474.602590657554,2575.02134934198,0.184250416200724
28,3662077.1431,1330197.2596,487.592181248394,2579.25434475212,0.189025417889254
29,3672077.1431,1330197.2596,521.374191176128,2538.92160013911,0.205288543509039
30,3682077.1431,1330197.2596,532.940372291174,2520.38203108308,0.211372379513006
31,3692077.1431,1330197.2596,545.250297832934,2513.66041681136,0.216846449454996
32,3602077.1431,1320197.2596,484.781655210297,2580.99755209792,0.187755726689299
33,3612077.1431,1320197.2596,487.78784620857,2575.11678205538,0.189352134381415
34,3622077.1431,1320197.2596,480.854024908356,2594.89680324793,0.185229501102828
35,3632077.1431,1320197.2596,480.619630346384,2605.46761921444,0.18439172441909
36,3642077.1431,1320197.2596,483.148846230804,2574.58712822153,0.187622890580816
37,3652077.1431,1320197.2596,490.311064597162,2525.52344047909,0.194099492040597
38,3662077.1431,1320197.2596,506.915826397486,2552.83661250228,0.198603975262094
39,3672077.1431,1320197.2596,540.916786664166,2514.74386788927,0.214998981406269
