"id","x","y","AnnualPrecip","AnPET","AridityIndex"
1,1772077.1431,2680197.2596,12.4286402074503,3276.50953020218,0.00372859195847898
2,1782077.1431,2680197.2596,12.024620351919,3291.54706817513,0.00360738603097429
3,1792077.1431,2680197.2596,12.0003002481942,3302.69035323372,0.00359933939443948
4,1752077.1431,2670197.2596,15.291317621784,3269.52025432838,0.00459709500897237
5,1762077.1431,2670197.2596,14.4518263085787,3282.59848816741,0.00433554773263583
6,1772077.1431,2670197.2596,14.0258213446956,3285.82103143849,0.00420774624026789
7,1782077.1431,2670197.2596,12.8647369809267,3306.31456729168,0.0038593909484824
8,1792077.1431,2670197.2596,12.0574392146733,3320.73361709722,0.00359148110197815
9,1802077.1431,2670197.2596,12.0516426893899,3317.81700812364,0.00360082301562054
10,1812077.1431,2670197.2596,12.0057047156885,3278.05120805663,0.00360171134990979
11,1732077.1431,2660197.2596,17.0578312724613,3262.30748498904,0.00520357793725571
12,1742077.1431,2660197.2596,16.5382233302487,3273.13997880745,0.00498280660878179
13,1752077.1431,2660197.2596,15.9932109205424,3283.56802190083,0.00479796348463143
14,1762077.1431,2660197.2596,15.4938114169306,3290.17936418286,0.00464814343305382
15,1772077.1431,2660197.2596,14.874411913319,3295.40021194074,0.00446232338371808
16,1782077.1431,2660197.2596,14.3328188627545,3316.72343694785,0.00429887551101303
17,1792077.1431,2660197.2596,13.6326352435671,3328.58945602063,0.00404129174036012
18,1802077.1431,2660197.2596,13.7473225856654,3310.34194277656,0.00412031672976796
19,1812077.1431,2660197.2596,12.2050124097087,3309.67433768964,0.00366150364493864
20,1822077.1431,2660197.2596,12.0012009927768,3299.90848816741,0.00360036023537062
21,1832077.1431,2660197.2596,10.869124074832,3301.98499117062,0.0032603768993647
22,1712077.1431,2650197.2596,23.3014590702063,3213.14955139473,0.0071991191052117
23,1722077.1431,2650197.2596,20.0011340026004,3254.25950900709,0.00609879043966573
24,1732077.1431,2650197.2596,18.325937973704,3277.12176262718,0.00552810253451985
25,1742077.1431,2650197.2596,17.4944367327321,3287.44634404638,0.00525025274317418
26,1752077.1431,2650197.2596,16.4668387182854,3288.09478982615,0.00494053219626748
27,1762077.1431,2650197.2596,15.9580148916484,3296.74430236703,0.00478740466168115
28,1772077.1431,2650197.2596,15.3595161326192,3311.92930413392,0.00460782476342093
29,1782077.1431,2650197.2596,15.0793076940184,3314.70307312039,0.00452277130035111
30,1792077.1431,2650197.2596,15.0151042193003,3307.67424938311,0.00450444100186036
31,1802077.1431,2650197.2596,14.6417096795715,3312.06473684224,0.00439245267118912
32,1812077.1431,2650197.2596,12.7455459159164,3307.74162133675,0.00382291303620806
33,1822077.1431,2650197.2596,12.0916426893909,3307.82924408498,0.00362725251882331
34,1832077.1431,2650197.2596,11.8178064530477,3317.78817732387,0.00353235106688576
35,1842077.1431,2650197.2596,11.1363970216715,3316.04791946425,0.00333737864347381
36,1852077.1431,2650197.2596,9.50919106501384,3318.85024373211,0.00284368565730814
37,1692077.1431,2640197.2596,26.8300744582363,3220.2659554926,0.00827137347137477
38,1702077.1431,2640197.2596,28.0564466604941,3178.48611798067,0.00877663383228313
39,1712077.1431,2640197.2596,25.7204913354423,3206.55737195109,0.00798245016376023
40,1722077.1431,2640197.2596,21.3825434339787,3250.3549240541,0.00652878371682526
41,1732077.1431,2640197.2596,19.8475310242682,3267.37404097362,0.00602806989179027
42,1742077.1431,2640197.2596,18.9537196073374,3269.13845284226,0.00575119675033056
43,1752077.1431,2640197.2596,18.0100248194141,3279.74881667225,0.00541990828565945
44,1762077.1431,2640197.2596,16.6012506316041,3300.58645708178,0.00498040538670382
45,1772077.1431,2640197.2596,16.0419429375849,3323.49760155314,0.00481134287190163
46,1782077.1431,2640197.2596,15.4136277977432,3329.45619569092,0.00458969794108724
47,1792077.1431,2640197.2596,15.2079230820541,3321.3169480747,0.00455937680833592
48,1802077.1431,2640197.2596,15.0236029783298,3313.9237407289,0.00450478046351713
49,1812077.1431,2640197.2596,14.5616178699779,3324.33185093625,0.00434324503818019
50,1822077.1431,2640197.2596,13.7894243230256,3325.29864005666,0.00412819664253483
51,1832077.1431,2640197.2596,12.1090322652391,3332.4605934295,0.00358843025513428
52,1842077.1431,2640197.2596,11.0206004963899,3329.04658424724,0.00328343869568223
53,1852077.1431,2640197.2596,9.15789826264388,3341.22065701477,0.00267064890005606
54,1862077.1431,2640197.2596,8.99030024819438,3366.77689509333,0.00259709008182025
55,1872077.1431,2640197.2596,8.52060049638895,3410.40176616097,0.00245618017678332
56,1672077.1431,2630197.2596,22.9327940433366,3364.51664429873,0.0067704662720193
57,1682077.1431,2630197.2596,28.0536947879157,3280.62284352089,0.00850094666051022
58,1692077.1431,2630197.2596,29.7811340025929,3218.36056870316,0.00920142118791565
59,1702077.1431,2630197.2596,29.889908190406,3190.80056870316,0.00931775305227756
60,1712077.1431,2630197.2596,29.3509503834087,3181.43840338959,0.00918050688718497
61,1722077.1431,2630197.2596,23.124136484546,3240.09476510236,0.00708352028010072
62,1732077.1431,2630197.2596,21.1014342507926,3253.04679971669,0.00643115069001793
63,1742077.1431,2630197.2596,19.7677394628682,3255.47436241597,0.00603029168440287
64,1752077.1431,2630197.2596,19.0067220892785,3276.57037442627,0.00574801663178236
65,1762077.1431,2630197.2596,18.5977146434541,3294.87551395235,0.00558052466977688
66,1772077.1431,2630197.2596,17.7557295351024,3311.63297068127,0.00531798919151579
67,1782077.1431,2630197.2596,16.5246203519203,3332.97941010175,0.00491119683104243
68,1792077.1431,2630197.2596,16.1265136506776,3319.60366654989,0.00483408357544387
69,1802077.1431,2630197.2596,15.157714643455,3327.13327092853,0.00453564452617873
70,1812077.1431,2630197.2596,15.2563970216703,3326.41196750289,0.00454433942476977
71,1822077.1431,2630197.2596,14.7529106723482,3327.09848816741,0.0043962125563607
72,1832077.1431,2630197.2596,13.4102332580151,3329.10147651252,0.00399978799136954
73,1842077.1431,2630197.2596,11.0925434339757,3345.22881314355,0.00324813245497981
74,1852077.1431,2630197.2596,9.10291067235044,3375.99655245842,0.00263087319862342
75,1862077.1431,2630197.2596,9.00000000000015,3402.3364676806,0.00260000000707805
76,1872077.1431,2630197.2596,8.55321092054227,3415.88474743597,0.00246596329661382
77,1882077.1431,2630197.2596,8.31501240970672,3375.30081949775,0.00239450375297951
78,1892077.1431,2630197.2596,8.0792158844245,3348.61288590599,0.00232973478162349
79,1672077.1431,2620197.2596,22.7693573328399,3401.25945248939,0.00664501723848965
80,1682077.1431,2620197.2596,27.8481985108277,3310.62708937022,0.00836732789186316
81,1692077.1431,2620197.2596,31.0445458936755,3214.99226775524,0.00960974934643222
82,1702077.1431,2620197.2596,30.2139032265249,3186.26220416997,0.00943824937961808
